"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2000108","BP","GO:2000108","positive regulation of leukocyte apoptotic process","2/479","33/28891",0.103515343109865,0.324757062929825,0.26819902929164,"76089/22418",2
"GO:0006639","BP","GO:0006639","acylglycerol metabolic process","5/479","150/28891",0.1048737980494,0.328281501959774,0.271109669996733,"23945/11813/26457/12623/20660",5
"GO:0032200","BP","GO:0032200","telomere organization","5/479","150/28891",0.1048737980494,0.328281501959774,0.271109669996733,"15574/68275/114714/70640/226026",5
"GO:2001242","BP","GO:2001242","regulation of intrinsic apoptotic signaling pathway","6/479","194/28891",0.104874243572037,0.328281501959774,0.271109669996733,"13666/72287/17973/217558/12759/66725",6
"GO:0050670","BP","GO:0050670","regulation of lymphocyte proliferation","8/479","286/28891",0.105008478743459,0.328359161936503,0.271173805108023,"16331/12509/17973/57916/12053/13383/320484/94185",8
"GO:0046849","BP","GO:0046849","bone remodeling","4/479","108/28891",0.105213122189123,0.328359161936503,0.271173805108023,"16331/723848/20377/23854",4
"GO:0050795","BP","GO:0050795","regulation of behavior","4/479","108/28891",0.105213122189123,0.328359161936503,0.271173805108023,"207911/58234/225642/11554",4
"GO:2000060","BP","GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","4/479","108/28891",0.105213122189123,0.328359161936503,0.271173805108023,"76375/72293/12759/66725",4
"GO:0001539","BP","GO:0001539","cilium or flagellum-dependent cell motility","6/479","195/28891",0.106786619384457,0.331331131328164,0.27362819146913,"71870/260305/269701/330355/69926/100048534",6
"GO:0060285","BP","GO:0060285","cilium-dependent cell motility","6/479","195/28891",0.106786619384457,0.331331131328164,0.27362819146913,"71870/260305/269701/330355/69926/100048534",6
"GO:0061136","BP","GO:0061136","regulation of proteasomal protein catabolic process","6/479","195/28891",0.106786619384457,0.331331131328164,0.27362819146913,"13666/76375/72293/12759/66725/225131",6
"GO:0071229","BP","GO:0071229","cellular response to acid chemical","6/479","195/28891",0.106786619384457,0.331331131328164,0.27362819146913,"12334/723848/387251/74370/18810/20469",6
"GO:0006475","BP","GO:0006475","internal protein amino acid acetylation","3/479","69/28891",0.106878454366737,0.331331131328164,0.27362819146913,"319974/64050/226026",3
"GO:0007032","BP","GO:0007032","endosome organization","3/479","69/28891",0.106878454366737,0.331331131328164,0.27362819146913,"228545/72287/14339",3
"GO:0009064","BP","GO:0009064","glutamine family amino acid metabolic process","3/479","69/28891",0.106878454366737,0.331331131328164,0.27362819146913,"231327/75387/105727",3
"GO:0018393","BP","GO:0018393","internal peptidyl-lysine acetylation","3/479","69/28891",0.106878454366737,0.331331131328164,0.27362819146913,"319974/64050/226026",3
"GO:0061082","BP","GO:0061082","myeloid leukocyte cytokine production","3/479","69/28891",0.106878454366737,0.331331131328164,0.27362819146913,"24088/22418/12053",3
"GO:0034763","BP","GO:0034763","negative regulation of transmembrane transport","5/479","151/28891",0.107080803417004,0.331712533251785,0.273943170379095,"329152/108737/69563/14783/225642",5
"GO:0007548","BP","GO:0007548","sex differentiation","9/479","335/28891",0.107270017312708,0.331807109764605,0.274021275928835,"11480/15378/55994/20377/244486/16336/26564/22418/17886",9
"GO:0034504","BP","GO:0034504","protein localization to nucleus","9/479","335/28891",0.107270017312708,0.331807109764605,0.274021275928835,"18128/15378/13175/74772/13666/80280/66725/12488/18969",9
"GO:0016525","BP","GO:0016525","negative regulation of angiogenesis","4/479","109/28891",0.107876595618773,0.332944592529675,0.274960660497336,"12509/15402/21413/12766",4
"GO:0071901","BP","GO:0071901","negative regulation of protein serine/threonine kinase activity","4/479","109/28891",0.107876595618773,0.332944592529675,0.274960660497336,"63953/20377/20660/80280",4
"GO:0090263","BP","GO:0090263","positive regulation of canonical Wnt signaling pathway","4/479","109/28891",0.107876595618773,0.332944592529675,0.274960660497336,"20377/12560/26564/66725",4
"GO:0002313","BP","GO:0002313","mature B cell differentiation involved in immune response","2/479","34/28891",0.10882736021784,0.33317424628917,0.275150318929439,"15900/12053",2
"GO:0006505","BP","GO:0006505","GPI anchor metabolic process","2/479","34/28891",0.10882736021784,0.33317424628917,0.275150318929439,"56703/231293",2
"GO:0009119","BP","GO:0009119","ribonucleoside metabolic process","2/479","34/28891",0.10882736021784,0.33317424628917,0.275150318929439,"22262/22271",2
"GO:0031294","BP","GO:0031294","lymphocyte costimulation","2/479","34/28891",0.10882736021784,0.33317424628917,0.275150318929439,"13846/12507",2
"GO:0035335","BP","GO:0035335","peptidyl-tyrosine dephosphorylation","2/479","34/28891",0.10882736021784,0.33317424628917,0.275150318929439,"63953/19249",2
"GO:0036314","BP","GO:0036314","response to sterol","2/479","34/28891",0.10882736021784,0.33317424628917,0.275150318929439,"12623/19206",2
"GO:0052652","BP","GO:0052652","cyclic purine nucleotide metabolic process","2/479","34/28891",0.10882736021784,0.33317424628917,0.275150318929439,"11941/18585",2
"GO:0061842","BP","GO:0061842","microtubule organizing center localization","2/479","34/28891",0.10882736021784,0.33317424628917,0.275150318929439,"234663/13383",2
"GO:0072528","BP","GO:0072528","pyrimidine-containing compound biosynthetic process","2/479","34/28891",0.10882736021784,0.33317424628917,0.275150318929439,"22271/22169",2
"GO:0099010","BP","GO:0099010","modification of postsynaptic structure","2/479","34/28891",0.10882736021784,0.33317424628917,0.275150318929439,"12540/21844",2
"GO:1904752","BP","GO:1904752","regulation of vascular associated smooth muscle cell migration","2/479","34/28891",0.10882736021784,0.33317424628917,0.275150318929439,"16971/17886",2
"GO:0003206","BP","GO:0003206","cardiac chamber morphogenesis","5/479","152/28891",0.109310473428655,0.334164034999002,0.27596773108604,"19130/18128/228788/22761/22418",5
"GO:0006638","BP","GO:0006638","neutral lipid metabolic process","5/479","152/28891",0.109310473428655,0.334164034999002,0.27596773108604,"23945/11813/26457/12623/20660",5
"GO:0009101","BP","GO:0009101","glycoprotein biosynthetic process","8/479","289/28891",0.109687835229473,0.335072700459939,0.276718148004998,"381334/271786/214133/15476/57357/269941/117148/58250",8
"GO:0000079","BP","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","3/479","70/28891",0.110364712806491,0.335181720375269,0.276808181567937,"19130/12444/80280",3
"GO:0002752","BP","GO:0002752","cell surface pattern recognition receptor signaling pathway","3/479","70/28891",0.110364712806491,0.335181720375269,0.276808181567937,"69368/24088/233079",3
"GO:0006949","BP","GO:0006949","syncytium formation","3/479","70/28891",0.110364712806491,0.335181720375269,0.276808181567937,"12334/17886/14218",3
"GO:0009994","BP","GO:0009994","oocyte differentiation","3/479","70/28891",0.110364712806491,0.335181720375269,0.276808181567937,"16336/67141/268491",3
"GO:0030968","BP","GO:0030968","endoplasmic reticulum unfolded protein response","3/479","70/28891",0.110364712806491,0.335181720375269,0.276808181567937,"13666/17973/80280",3
"GO:0032732","BP","GO:0032732","positive regulation of interleukin-1 production","3/479","70/28891",0.110364712806491,0.335181720375269,0.276808181567937,"24088/17951/22418",3
"GO:0097006","BP","GO:0097006","regulation of plasma lipoprotein particle levels","3/479","70/28891",0.110364712806491,0.335181720375269,0.276808181567937,"11813/12623/17523",3
"GO:1902475","BP","GO:1902475","L-alpha-amino acid transmembrane transport","3/479","70/28891",0.110364712806491,0.335181720375269,0.276808181567937,"215335/214663/105727",3
"GO:0048704","BP","GO:0048704","embryonic skeletal system morphogenesis","4/479","110/28891",0.110570250038094,0.335562253744054,0.277122443186147,"14683/15402/58250/13383",4
"GO:0032944","BP","GO:0032944","regulation of mononuclear cell proliferation","8/479","290/28891",0.111272658540483,0.337449063101015,0.278680655449276,"16331/12509/17973/57916/12053/13383/320484/94185",8
"GO:0001936","BP","GO:0001936","regulation of endothelial cell proliferation","5/479","153/28891",0.11156263634261,0.337838483117158,0.279002256061667,"19130/12554/74370/22418/12766",5
"GO:0003231","BP","GO:0003231","cardiac ventricle development","5/479","153/28891",0.11156263634261,0.337838483117158,0.279002256061667,"19130/18128/228788/22761/22418",5
"GO:0021915","BP","GO:0021915","neural tube development","6/479","198/28891",0.112631213962163,0.340189258659223,0.280943632525589,"18128/20377/636931/19206/22418/12614",6
"GO:0055013","BP","GO:0055013","cardiac muscle cell development","4/479","111/28891",0.113293725130293,0.340189258659223,0.280943632525589,"19130/17268/18810/11554",4
"GO:2000181","BP","GO:2000181","negative regulation of blood vessel morphogenesis","4/479","111/28891",0.113293725130293,0.340189258659223,0.280943632525589,"12509/15402/21413/12766",4
"GO:0008347","BP","GO:0008347","glial cell migration","3/479","71/28891",0.113894236664318,0.340189258659223,0.280943632525589,"13838/16971/21844",3
"GO:0010659","BP","GO:0010659","cardiac muscle cell apoptotic process","3/479","71/28891",0.113894236664318,0.340189258659223,0.280943632525589,"12334/75387/68655",3
"GO:0019933","BP","GO:0019933","cAMP-mediated signaling","3/479","71/28891",0.113894236664318,0.340189258659223,0.280943632525589,"14683/76089/16336",3
"GO:0046324","BP","GO:0046324","regulation of glucose import","3/479","71/28891",0.113894236664318,0.340189258659223,0.280943632525589,"58887/14783/20411",3
"GO:0050885","BP","GO:0050885","neuromuscular process controlling balance","3/479","71/28891",0.113894236664318,0.340189258659223,0.280943632525589,"11941/109934/58234",3
"GO:0098754","BP","GO:0098754","detoxification","3/479","71/28891",0.113894236664318,0.340189258659223,0.280943632525589,"11758/18230/17523",3
"GO:0098900","BP","GO:0098900","regulation of action potential","3/479","71/28891",0.113894236664318,0.340189258659223,0.280943632525589,"56508/16498/13383",3
"GO:0140115","BP","GO:0140115","export across plasma membrane","3/479","71/28891",0.113894236664318,0.340189258659223,0.280943632525589,"16534/26457/13383",3
"GO:1902305","BP","GO:1902305","regulation of sodium ion transmembrane transport","3/479","71/28891",0.113894236664318,0.340189258659223,0.280943632525589,"329152/225642/246317",3
"GO:2001259","BP","GO:2001259","positive regulation of cation channel activity","3/479","71/28891",0.113894236664318,0.340189258659223,0.280943632525589,"20840/432442/11554",3
"GO:0003309","BP","GO:0003309","type B pancreatic cell differentiation","2/479","35/28891",0.114209880238534,0.340189258659223,0.280943632525589,"18096/22418",2
"GO:0009187","BP","GO:0009187","cyclic nucleotide metabolic process","2/479","35/28891",0.114209880238534,0.340189258659223,0.280943632525589,"11941/18585",2
"GO:0035116","BP","GO:0035116","embryonic hindlimb morphogenesis","2/479","35/28891",0.114209880238534,0.340189258659223,0.280943632525589,"18128/14683",2
"GO:0048499","BP","GO:0048499","synaptic vesicle membrane organization","2/479","35/28891",0.114209880238534,0.340189258659223,0.280943632525589,"12287/13852",2
"GO:0048679","BP","GO:0048679","regulation of axon regeneration","2/479","35/28891",0.114209880238534,0.340189258659223,0.280943632525589,"13838/16971",2
"GO:0048714","BP","GO:0048714","positive regulation of oligodendrocyte differentiation","2/479","35/28891",0.114209880238534,0.340189258659223,0.280943632525589,"24088/18096",2
"GO:0060306","BP","GO:0060306","regulation of membrane repolarization","2/479","35/28891",0.114209880238534,0.340189258659223,0.280943632525589,"432442/12289",2
"GO:0071404","BP","GO:0071404","cellular response to low-density lipoprotein particle stimulus","2/479","35/28891",0.114209880238534,0.340189258659223,0.280943632525589,"12623/12554",2
"GO:0150117","BP","GO:0150117","positive regulation of cell-substrate junction organization","2/479","35/28891",0.114209880238534,0.340189258659223,0.280943632525589,"14260/17886",2
"GO:1905898","BP","GO:1905898","positive regulation of response to endoplasmic reticulum stress","2/479","35/28891",0.114209880238534,0.340189258659223,0.280943632525589,"13666/17973",2
"GO:0043588","BP","GO:0043588","skin development","9/479","340/28891",0.114584588745997,0.340910072507937,0.281538913110962,"18128/14683/71529/12560/58208/22418/75409/18810/12614",9
"GO:0071674","BP","GO:0071674","mononuclear cell migration","6/479","199/28891",0.114614911990952,0.340910072507937,0.281538913110962,"12540/18600/108737/22418/18810/12766",6
"GO:1901343","BP","GO:1901343","negative regulation of vasculature development","4/479","112/28891",0.116046654066219,0.344923317203219,0.284853231579894,"12509/15402/21413/12766",4
"GO:0002718","BP","GO:0002718","regulation of cytokine production involved in immune response","5/479","155/28891",0.116133731722791,0.344936978739142,0.284864513892402,"16177/24088/233079/22418/12053",5
"GO:0003205","BP","GO:0003205","cardiac chamber development","6/479","200/28891",0.116616191301575,0.346124139122206,0.28584492447833,"19130/18128/228788/22761/16971/22418",6
"GO:0009166","BP","GO:0009166","nucleotide catabolic process","3/479","72/28891",0.1174660811564,0.34765969667096,0.287113057156591,"22262/22271/18585",3
"GO:0060425","BP","GO:0060425","lung morphogenesis","3/479","72/28891",0.1174660811564,0.34765969667096,0.287113057156591,"12540/15402/12614",3
"GO:0071479","BP","GO:0071479","cellular response to ionizing radiation","3/479","72/28891",0.1174660811564,0.34765969667096,0.287113057156591,"12444/20377/15574",3
"GO:0086003","BP","GO:0086003","cardiac muscle cell contraction","3/479","72/28891",0.1174660811564,0.34765969667096,0.287113057156591,"12289/13383/11554",3
"GO:0003018","BP","GO:0003018","vascular process in circulatory system","7/479","247/28891",0.118180971631989,0.349528163624454,0.288656121435686,"23945/233765/26457/16971/109934/18810/11554",7
"GO:0008584","BP","GO:0008584","male gonad development","5/479","156/28891",0.118452298824711,0.349588929911744,0.288706304976323,"11480/20377/244486/16336/22418",5
"GO:0044839","BP","GO:0044839","cell cycle G2/M phase transition","5/479","156/28891",0.118452298824711,0.349588929911744,0.288706304976323,"12704/67141/15574/114714/80280",5
"GO:0060759","BP","GO:0060759","regulation of response to cytokine stimulus","5/479","156/28891",0.118452298824711,0.349588929911744,0.288706304976323,"16177/24088/18600/17951/22418",5
"GO:0097553","BP","GO:0097553","calcium ion transmembrane import into cytosol","6/479","201/28891",0.11863494638647,0.349881061909884,0.288947560755702,"12287/22065/18799/12289/11554/12766",6
